fm_id,RecordID,project_id
5270,9923898250101488,22
5271,9924075530101488,22
5272,9924310510101488,22
5273,9924414160101488,22
5274,9924427480101488,22
5275,9924442200101488,22
5276,9924442210101488,22
5277,9924501050101488,22
5278,9924605500101488,22
5280,9924715800101488,22
5281,9924783220101488,22
5282,9924889280101488,22
5283,9924914210101488,22
5284,9924933500101488,22
5285,9924934380101488,22
5286,9924949470101488,22
5287,9925006440101488,22
5288,9925123980101488,22
5290,9925140180101488,22
5291,9925141910101488,22
5292,9925193340101488,22
5293,9925230390101488,22
5294,9925243320101488,22
5295,9925260930101488,22
5296,9925261540101488,22
5297,9925360300101488,22
5298,9925360400101488,22
5299,9925379500101488,22
5300,9925409060101488,22
5301,9925409420101488,22
5302,9925521680101488,22
5303,9925530850101488,22
5304,9925571500101488,22
5305,9925577190101488,22
5306,9925589370101488,22
5307,9925680850101488,22
5308,9925748060101488,22
5309,9925758220101488,22
5310,9992392199801488,22
5311,9992394994101488,22
5312,9992401499601488,22
5313,9992408048901488,22
5314,9992408049001488,22
5315,9992408049601488,22
5316,9992408052701488,22
5317,9992408052901488,22
5318,9992408053101488,22
5319,9992408054201488,22
5320,9992409001101488,22
5322,9992417395901488,22
5323,9992421506301488,22
5324,9992421506401488,22
5325,9992423807101488,22
5326,9992423808601488,22
5328,9992434408501488,22
5329,9992434673301488,22
5330,9992438408801488,22
5331,9992440009401488,22
5332,9992447708501488,22
5333,9992456309701488,22
5334,9992457110101488,22
5335,9992457303901488,22
5337,9992459307601488,22
5338,9992471002501488,22
5339,9992471008001488,22
5340,9992475599801488,22
5341,9992475601001488,22
5342,9992477204701488,22
5343,9992477205301488,22
5344,9992483795601488,22
5345,9992483903401488,22
5346,9992494501501488,22
5347,9992494501601488,22
5349,9992494592601488,22
5350,9992497510301488,22
5351,9992499490101488,22
5352,9992499490401488,22
5353,9992499490801488,22
5354,9992500608701488,22
5355,9992501206001488,22
5356,9992510610101488,22
5357,9992513603701488,22
5358,9992513603901488,22
5359,9992513604001488,22
5360,9992513604501488,22
5361,9992553079001488,22
5362,9992553205901488,22
5363,9992553304101488,22
5364,9992558107401488,22
5365,9992558306101488,22
5366,9992560778801488,22
5367,9992560779001488,22
5368,9992560779301488,22
5369,9992574008401488,22
5370,9992579894501488,22
5371,9992585793601488,22
5372,9992585793701488,22
5373,9992586185201488,22
5374,9992643710001488,22
5375,9992650109301488,22
5376,9992650109501488,22
5377,9992650109701488,22
5379,996694740101488,22
5380,996694830101488,22
5381,996695050101488,22
5382,996695090101488,22
5383,996695190101488,22
5384,996695230101488,22
5385,996695430101488,22
5386,996695470101488,22
5387,996695530101488,22
5388,996695560101488,22
5389,996695620101488,22
5390,996697170101488,22
5394,996988430101488,22
5395,996988570101488,22
5396,996992140101488,22
5397,996992410101488,22
5398,996992570101488,22
5399,996992620101488,22
5400,997079470101488,22
5401,997164400101488,22
5403,997218910101488,22
5404,997219560101488,22
5405,997219710101488,22
5406,997241260101488,22
5407,997241530101488,22
5409,997353270101488,22
5410,997365120101488,22
5411,997415050101488,22
5412,997417300101488,22
5413,997421150101488,22
5414,997565600101488,22
5416,997603660101488,22
5417,997647770101488,22
5418,997650330101488,22
5419,997684900101488,22
5420,997685630101488,22
5421,997686640101488,22
5422,997781700101488,22
5423,997785490101488,22
5424,997785610101488,22
5425,997785850101488,22
5426,997785920101488,22
5427,997786070101488,22
5428,997786310101488,22
5429,997786550101488,22
5430,997795640101488,22
5431,997832740101488,22
5433,997939320101488,22
5434,997939620101488,22
5435,997939780101488,22
5436,997940170101488,22
5437,997947130101488,22
5439,997951200101488,22
5440,997951220101488,22
5442,997984740101488,22
5443,997984760101488,22
5444,997998100101488,22
5445,998020780101488,22
5446,998032380101488,22
5447,998046980101488,22
5448,998052110101488,22
5449,998080930101488,22
5450,998105410101488,22
5451,998105620101488,22
5453,9980124200101488,22
5454,9980125500101488,22
5455,9980125780101488,22
5456,9980126270101488,22
5457,9980126620101488,22
5458,9980126860101488,22
5459,9980128790101488,22
5460,9980129790101488,22
5461,9980131410101488,22
5462,9980132190101488,22
5463,9980135490101488,22
5465,9980142640101488,22
5466,9980142710101488,22
5467,9980142860101488,22
5468,9980143180101488,22
5469,9980143390101488,22
5470,9980143530101488,22
5471,9980143840101488,22
5472,9980157410101488,22
5473,9980158870101488,22
5475,9980176030101488,22
5476,9980205300101488,22
5477,9981015090101488,22
5478,9981058770101488,22
5479,9981131580101488,22
5481,9981131960101488,22
5482,9981132450101488,22
5483,9982479180101488,22
5484,9983116950101488,22
5485,9983168980101488,22
5486,9983270520101488,22
5487,9983272290101488,22
5488,9983276690101488,22
5489,9983715190101488,22
5490,9983731870101488,22
5491,9983732140101488,22
5492,9983732300101488,22
5493,9983755270101488,22
5494,9983756750101488,22
5495,9983758690101488,22
5496,9983758780101488,22
5497,9983758950101488,22
5498,9983759460101488,22
5499,9983760130101488,22
5500,9983760330101488,22
5501,9983825000101488,22
5502,9983825270101488,22
5503,9983826200101488,22
5504,9983838220101488,22
5505,9983880820101488,22
5506,9983880940101488,22
5507,9983882340101488,22
5508,9983883150101488,22
5509,9983883830101488,22
5513,9983885510101488,22
5514,9983914360101488,22
5515,9983915420101488,22
5526,9983947920101488,22
5527,9983948200101488,22
5528,9983948780101488,22
5529,9983950060101488,22
5543,999060860101488,22
5544,999078280101488,22
5545,999081080101488,22
5546,999081190101488,22
5547,999081440101488,22
5548,999100800101488,22
5549,999157500101488,22
5550,999157540101488,22
5551,999161300101488,22
5552,999166860101488,22
5553,999175040101488,22
5554,999181500101488,22
5555,999209520101488,22
5556,999238240101488,22
5557,999238450101488,22
5558,999238620101488,22
5559,999238750101488,22
5560,999238800101488,22
5561,999264260101488,22
5562,999282730101488,22
5563,999288550101488,22
5564,999289890101488,22
5565,999294430101488,22
5566,999312540101488,22
5567,999318060101488,22
5568,999321910101488,22
5569,999357830101488,22
5570,999358000101488,22
5571,999358890101488,22
5572,999418780101488,22
5573,999430370101488,22
5574,999468330101488,22
5575,999480220101488,22
5576,999494940101488,22
5577,999645110101488,22
5578,999645390101488,22
5579,999670500101488,22
5580,999689200101488,22
5581,999703050101488,22
5582,999724980101488,22
5583,999744420101488,22
5584,999745160101488,22
5585,999777490101488,22
5586,999964300101488,22
5587,999964470101488,22
5588,9910012050101488,22
5589,9910123060101488,22
5590,9910134090101488,22
5591,9910134250101488,22
5592,9910134270101488,22
5593,9910147970101488,22
5594,9910147990101488,22
5596,9910151770101488,22
5597,9910152020101488,22
5599,9910231250101488,22
5600,9910261140101488,22
5602,9910313520101488,22
5603,9910313890101488,22
5604,9910354910101488,22
5605,9912441320101488,22
5606,9912441490101488,22
5607,9912441590101488,22
5608,9912442260101488,22
5609,9912474320101488,22
5610,9912528680101488,22
5611,9912533600101488,22
5613,9912542190101488,22
5614,9912717730101488,22
5615,9912718020101488,22
5616,9912718350101488,22
5617,9912718450101488,22
5618,9912718690101488,22
5619,9912722110101488,22
5620,9912722250101488,22
5621,9912722640101488,22
5622,9912723020101488,22
5623,9912723230101488,22
5624,9912723740101488,22
5625,9912724010101488,22
5626,9912725680101488,22
5627,9912726130101488,22
5628,9912726460101488,22
5629,9912726560101488,22
5630,9912726600101488,22
5631,9912726730101488,22
5632,9912727870101488,22
5633,9912728030101488,22
5634,9912728250101488,22
5635,9912728540101488,22
5636,9912736580101488,22
5638,9912745980101488,22
5639,9912747780101488,22
5640,9912753880101488,22
5641,9912840980101488,22
5642,9912851280101488,22
5643,9912862530101488,22
5644,9912862690101488,22
5645,9912863450101488,22
5646,9912863620101488,22
5647,9912863940101488,22
5648,9912864050101488,22
5649,9912864070101488,22
5650,9912864100101488,22
5651,9912864240101488,22
5652,9912864250101488,22
5653,9912865000101488,22
5654,9912865140101488,22
5655,9912865620101488,22
5656,9912866600101488,22
5657,9912867650101488,22
5658,9912867770101488,22
5659,9912868020101488,22
5660,9912869380101488,22
5661,9912870160101488,22
5662,9912871340101488,22
5663,9912886170101488,22
5664,9912897610101488,22
5665,9912897770101488,22
5666,9912897880101488,22
5667,9912898060101488,22
5668,9912899650101488,22
5669,9912899760101488,22
5670,9912900140101488,22
5671,9931967340101488,22
5672,9932003750101488,22
5673,9932003840101488,22
5675,9932178730101488,22
5677,9932190000101488,22
5678,9932221700101488,22
5679,9932363980101488,22
5680,9932364060101488,22
5681,9932364160101488,22
5682,9932364300101488,22
5683,9932407720101488,22
5684,9932458800101488,22
5685,9932458840101488,22
5686,9932458870101488,22
5687,9932458910101488,22
5688,9932458960101488,22
5689,9934824210101488,22
5690,9934850210101488,22
5691,9935143940101488,22
5692,9935156520101488,22
5693,9935225550101488,22
5694,9935238970101488,22
5695,9935239230101488,22
5696,9935247930101488,22
5698,9935261510101488,22
5699,9935261660101488,22
5700,9935296790101488,22
5701,9935323420101488,22
5702,9935357250101488,22
5703,9935476440101488,22
5704,9935481450101488,22
5705,9935919670101488,22
5706,9935919790101488,22
5707,9935920380101488,22
5708,9936956720101488,22
5709,9936996900101488,22
5710,9937006990101488,22
5711,9937116700101488,22
5712,9937199470101488,22
5713,9937345740101488,22
5714,9937345760101488,22
5715,9937345790101488,22
5716,9937404630101488,22
5718,9939883930101488,22
5719,9939884050101488,22
5720,9939884120101488,22
5722,9940029920101488,22
5723,9940072820101488,22
5724,9940074870101488,22
5725,9940080230101488,22
5726,9940157350101488,22
5727,9970061710101488,22
5728,9970157430101488,22
5729,9970179270101488,22
5730,9974560320101488,22
5731,9974819420101488,22
5732,9974819660101488,22
5733,9974839580101488,22
5734,9974880530101488,22
5735,9974981840101488,22
5736,9975200940101488,22
5737,9975373620101488,22
5738,9975376870101488,22
5739,9975417810101488,22
5740,9975535690101488,22
5741,9975587960101488,22
5742,9975903040101488,22
5744,9975918920101488,22
5745,9975921590101488,22
5746,9976008750101488,22
5747,9976049270101488,22
5748,9976072010101488,22
5749,9977278800101488,22
5750,9977439270101488,22
5751,9977580670101488,22
5752,9977580900101488,22
5753,9977625150101488,22
5754,9977660310101488,22
5755,9977816580101488,22
5756,9977817110101488,22
5757,9911790970101488,22
5758,9911791610101488,22
5759,9911793320101488,22
5760,9911795210101488,22
5761,9911795310101488,22
5762,9911795500101488,22
5763,9911797610101488,22
5764,9911804010101488,22
5765,9911808450101488,22
5766,9911810700101488,22
5767,9911826040101488,22
5768,9911832000101488,22
5769,9911843820101488,22
5770,9911844680101488,22
5771,9911844970101488,22
5772,9911845100101488,22
5773,9911845210101488,22
5774,9911850450101488,22
5775,9911855340101488,22
5776,9911855780101488,22
5777,9911855810101488,22
5778,9911859280101488,22
5779,9911859930101488,22
5780,9911860500101488,22
5781,9911860890101488,22
5782,9911862370101488,22
5783,9911863050101488,22
5784,9911864070101488,22
5785,9911864490101488,22
5786,9911865110101488,22
5787,9911865270101488,22
5788,9911867030101488,22
5789,9911867110101488,22
5790,9911868100101488,22
5791,9911869320101488,22
5792,9911869940101488,22
5793,9911870850101488,22
5794,9911872440101488,22
5795,9911872580101488,22
5796,9911872760101488,22
5797,9911873530101488,22
5798,9912900550101488,22
5799,9912900640101488,22
5800,9912904790101488,22
5801,9912904890101488,22
5802,9912973350101488,22
5803,9912973740101488,22
5804,9912993720101488,22
5805,9913001090101488,22
5806,9913014030101488,22
5807,9913118880101488,22
5808,9913119290101488,22
5809,9913136890101488,22
5810,9913182870101488,22
5811,9913196240101488,22
5812,9913213280101488,22
5813,9913243610101488,22
5814,9913245300101488,22
5815,9913344010101488,22
5816,9913351310101488,22
5819,9913394240101488,22
5820,9913438210101488,22
5821,9913442060101488,22
5822,9913449300101488,22
5823,9913494790101488,22
5824,9913509800101488,22
5825,9913516560101488,22
5826,9913555590101488,22
5828,9913611440101488,22
5829,9913616870101488,22
5830,9913651350101488,22
5831,9913652290101488,22
5832,9913729890101488,22
5834,9913791600101488,22
5835,9913791950101488,22
5836,9913792130101488,22
5837,9913792510101488,22
5838,9913792750101488,22
5839,9913792920101488,22
5840,9913793460101488,22
5841,9913797630101488,22
5842,9913799140101488,22
5843,9913799190101488,22
5844,9913799330101488,22
5845,9992664500601488,22
5846,9992667710301488,22
5847,9992668899801488,22
5848,9992668899901488,22
5849,9992670409201488,22
5850,9992671607701488,22
5851,9992671607901488,22
5852,9992671608101488,22
5853,9992671608201488,22
5854,9992672609701488,22
5857,9992679607901488,22
5858,9992681003301488,22
5859,9992681004601488,22
5860,9992681004701488,22
5861,9992681004801488,22
5862,9992683610201488,22
5863,9992683610301488,22
5864,9992690807801488,22
5865,9992692504901488,22
5866,9992692505101488,22
5867,9992692505801488,22
5868,9992696598301488,22
5869,9992699110301488,22
5870,9992700508501488,22
5871,9992700508601488,22
5872,9992703209401488,22
5873,9992703209601488,22
5874,9992708809601488,22
5875,9992709110001488,22
5877,9992718109101488,22
5878,9992719010101488,22
5879,9992719010301488,22
5880,9992722095701488,22
5881,9992725810301488,22
5882,9992726303401488,22
5883,9992726303601488,22
5884,9992729702601488,22
5885,9992730308901488,22
5886,9992738804301488,22
5887,9992738804601488,22
5888,9992738805601488,22
5889,9992738805901488,22
5890,9992738806001488,22
5891,9992738806601488,22
5894,9992740101901488,22
5895,9992758307601488,22
5896,9992758308201488,22
5897,9993145708601488,22
5899,9993146809801488,22
5900,9993146809901488,22
5901,9993146810001488,22
5902,9993147708101488,22
5903,9993147708201488,22
5904,9993147708301488,22
5905,9993148701401488,22
5906,9993165710101488,22
5907,9993356407001488,22
5908,9993360709301488,22
5909,9993360709401488,22
5910,9993364208601488,22
5911,9993364209301488,22
5912,9993430898101488,22
5913,9993447208901488,22
5914,9993480609601488,22
5915,9910355040101488,22
5917,9910434840101488,22
5918,9910479230101488,22
5919,9910491680101488,22
5920,9910537810101488,22
5922,9910539830101488,22
5923,9910619100101488,22
5924,9910619640101488,22
5925,9910619690101488,22
5926,9910619870101488,22
5927,9910620380101488,22
5928,9910664140101488,22
5929,9910678460101488,22
5930,9910684360101488,22
5931,9910699490101488,22
5932,9910700070101488,22
5933,9910725790101488,22
5934,9910727370101488,22
5935,9910812530101488,22
5938,9910853220101488,22
5939,9910858290101488,22
5940,9910858310101488,22
5941,9910858350101488,22
5942,9910858450101488,22
5943,9910858600101488,22
5944,9910858740101488,22
5945,9910859800101488,22
5946,9910860580101488,22
5947,9910860830101488,22
5948,9910862830101488,22
5949,9910862950101488,22
5950,9910863320101488,22
5951,9910863980101488,22
5952,9910864370101488,22
5953,9910864580101488,22
5954,9910867040101488,22
5955,9910867400101488,22
5956,9910867630101488,22
5957,9910867850101488,22
5958,9910868500101488,22
5959,9910918510101488,22
5960,9910918560101488,22
5961,9910919650101488,22
5962,9910951060101488,22
5963,9910985530101488,22
5965,9911023230101488,22
5966,9911046190101488,22
5967,9911046650101488,22
5968,9911046830101488,22
5969,9911047070101488,22
5970,9911052880101488,22
5971,9911055420101488,22
5972,9911061140101488,22
5973,9911201250101488,22
5974,9913799960101488,22
5975,9913800190101488,22
5976,9913800840101488,22
5977,9913800890101488,22
5978,9913801100101488,22
5979,9913802950101488,22
5980,9913803190101488,22
5981,9913804570101488,22
5982,9913823920101488,22
5983,9913827530101488,22
5984,9913856040101488,22
5985,9913879820101488,22
5986,9913948770101488,22
5987,9913956240101488,22
5988,9913956310101488,22
5989,9913962520101488,22
5990,9913962810101488,22
5991,9914007700101488,22
5992,9914011050101488,22
5993,9914011150101488,22
5994,9914026600101488,22
5995,9914026700101488,22
5996,9914038780101488,22
5998,9914050350101488,22
5999,9914073320101488,22
6000,9914110550101488,22
6001,9914155080101488,22
6002,9914166520101488,22
6003,9914222670101488,22
6004,9914245390101488,22
6005,9914250490101488,22
6006,9914250720101488,22
6007,9914313710101488,22
6008,9914313980101488,22
6013,9914459350101488,22
6014,9914535800101488,22
6018,9914692980101488,22
6019,9914696000101488,22
6020,9914717530101488,22
6021,9914749310101488,22
6022,9992259808101488,22
6023,9992259808701488,22
6024,9992260278201488,22
6025,9992260278801488,22
6026,9992260279301488,22
6027,9992260279701488,22
6028,9992260280301488,22
6029,9992260281901488,22
6030,9992260291401488,22
6031,9992260291801488,22
6032,9992260292901488,22
6033,9992260490301488,22
6034,9992260492401488,22
6035,9992260750401488,22
6036,9992260797601488,22
6037,9992261701701488,22
6038,9992261702301488,22
6039,9992261709201488,22
6040,9992262597901488,22
6041,9992262598001488,22
6042,9992262869601488,22
6043,9992262870501488,22
6044,9992262992101488,22
6045,9992264101501488,22
6046,9992264387301488,22
6047,9992264387801488,22
6048,9992264388401488,22
6049,9992264993501488,22
6050,9992265000201488,22
6051,9992265002301488,22
6052,9992265108401488,22
6053,9992265108701488,22
6054,9992265501501488,22
6055,9992267195101488,22
6056,9992267209201488,22
6059,9992275455801488,22
6060,9992275455901488,22
6061,9992275700701488,22
6062,9992276176101488,22
6063,9992276761701488,22
6064,9992283002701488,22
6065,9992298145601488,22
6066,9992312500501488,22
6067,9992312501001488,22
6068,9992312501201488,22
6069,9992312501601488,22
6070,9992312502401488,22
6071,9992314786101488,22
6072,9992314788301488,22
6073,9992314793801488,22
6074,9992314793901488,22
6075,9992325605901488,22
6076,9992328100601488,22
6077,9992329210201488,22
6078,9992329908901488,22
6079,9992332509401488,22
6080,9992333345401488,22
6081,9992333442101488,22
6082,9992333442201488,22
6083,9992333442301488,22
6084,9992333442501488,22
6085,9992333442701488,22
6086,9992333442901488,22
6087,9992333443801488,22
6088,9992333447301488,22
6089,9992341110301488,22
6090,9992342403601488,22
6091,9992346009001488,22
6092,9992346103901488,22
6093,9992349993601488,22
6094,9992350997701488,22
6095,9992350998101488,22
6096,9992353007501488,22
6097,9992362406001488,22
6098,9992363902401488,22
6099,9992363903601488,22
6100,9992364596301488,22
6101,9992364596601488,22
6102,9992370095001488,22
6103,9992370096001488,22
6105,9992379699601488,22
6106,9992382096101488,22
6107,9992382100001488,22
6108,9992382102501488,22
6109,9992388905801488,22
6110,9992391008001488,22
6111,9992391008501488,22
6112,9992241797601488,22
6113,9992241800001488,22
6114,9992241807201488,22
6115,9992242572001488,22
6116,9992242574401488,22
6117,9992242575401488,22
6118,9992243901301488,22
6119,9992243906701488,22
6121,9992245663101488,22
6122,9992246145301488,22
6123,9992246343201488,22
6124,9992246346601488,22
6125,9992246347101488,22
6126,9992247508601488,22
6127,9992248192701488,22
6128,9992248202701488,22
6129,9992249388001488,22
6130,9992249389401488,22
6131,9992249391901488,22
6132,9992249737401488,22
6133,9992249741001488,22
6134,9992249742301488,22
6135,9992249743401488,22
6136,9992249743901488,22
6137,9992249744801488,22
6138,9992249751301488,22
6139,9992249751801488,22
6140,9992249752701488,22
6141,9992249753201488,22
6142,9992249753801488,22
6143,9992249778701488,22
6144,9992249781901488,22
6145,9992249868001488,22
6146,9992249869101488,22
6147,9992249869701488,22
6148,9992249877701488,22
6149,9992249878601488,22
6151,9992249880301488,22
6152,9992249884101488,22
6153,9992250606201488,22
6154,9992251090401488,22
6155,9992251580501488,22
6156,9992251581101488,22
6157,9992251587701488,22
6158,9992252571101488,22
6159,9992252578701488,22
6160,9992252582301488,22
6161,9992252599901488,22
6162,9992252608701488,22
6163,9992253290701488,22
6164,9992254894001488,22
6165,9992255082001488,22
6166,9992255095701488,22
6167,9992256004601488,22
6168,9992256007701488,22
6169,9992256010101488,22
6170,9992256400401488,22
6171,9992257061701488,22
6172,9992257071401488,22
6173,9992257103101488,22
6174,9992257182401488,22
6175,9992257275201488,22
6176,9992258503501488,22
6177,9992258773501488,22
6179,9992258897201488,22
6180,9992258899401488,22
6181,9992258900701488,22
6182,9992259077101488,22
6183,9992259079301488,22
6184,9992259106001488,22
6186,9992259415701488,22
6187,9992259416001488,22
6188,9992259419201488,22
6189,9992259419401488,22
6190,9992259421401488,22
6191,9992259422601488,22
6192,9992259422701488,22
6193,9992259590501488,22
6194,9992259651901488,22
6195,9992259807701488,22
6196,9992259807801488,22
6197,9979987480101488,22
6198,9979988410101488,22
6200,9979989370101488,22
6201,9979991630101488,22
6202,9979992230101488,22
6203,9980007400101488,22
6204,9980013080101488,22
6205,9980021600101488,22
6206,9980021810101488,22
6207,9980021950101488,22
6208,9980022030101488,22
6209,9980022150101488,22
6210,9980022220101488,22
6211,9980022380101488,22
6212,9980022530101488,22
6213,9980023730101488,22
6214,9980023990101488,22
6215,9980024110101488,22
6216,9980024120101488,22
6217,9980026250101488,22
6218,9980026770101488,22
6219,9980027340101488,22
6220,9980028540101488,22
6221,9980028810101488,22
6222,9980029040101488,22
6223,9980029310101488,22
6224,9980029560101488,22
6225,9980029660101488,22
6226,9980030230101488,22
6227,9980030650101488,22
6228,9980031140101488,22
6229,9980031310101488,22
6230,9980031420101488,22
6231,9980039280101488,22
6232,9980039310101488,22
6233,9980040230101488,22
6234,9980054420101488,22
6235,9980057000101488,22
6238,9980063680101488,22
6239,9980065160101488,22
6240,9980065430101488,22
6241,9980073310101488,22
6242,9980073400101488,22
6243,9980074000101488,22
6244,9980074780101488,22
6245,9980074970101488,22
6246,9980075180101488,22
6247,9980075580101488,22
6248,9980086620101488,22
6249,9980086780101488,22
6250,9980087230101488,22
6251,9980088010101488,22
6252,9980089340101488,22
6253,9980089840101488,22
6254,9980091190101488,22
6255,9980092540101488,22
6257,9980092800101488,22
6258,9980092820101488,22
6259,9980094650101488,22
6260,9980095210101488,22
6262,9980095760101488,22
6263,9980096960101488,22
6264,9980097240101488,22
6265,9980097450101488,22
6266,9980098080101488,22
6267,9980103700101488,22
6268,9980107590101488,22
6269,9980107660101488,22
6270,9980108410101488,22
6271,9980109140101488,22
6272,9980109550101488,22
6273,9980110090101488,22
6274,9980121750101488,22
6275,9980123620101488,22
6276,9988204960101488,22
6277,9988204970101488,22
6278,9988204980101488,22
6280,9988205940101488,22
6281,9988206330101488,22
6282,9988206810101488,22
6283,9988206870101488,22
6284,9988206890101488,22
6285,9988206900101488,22
6286,9988206980101488,22
6287,9988207050101488,22
6288,9988207210101488,22
6289,9988207430101488,22
6290,9988208620101488,22
6291,9988209720101488,22
6293,9988210660101488,22
6294,9988471820101488,22
6295,9988509820101488,22
6296,9988509970101488,22
6297,9988510240101488,22
6298,9988510400101488,22
6299,9988510520101488,22
6300,9988528640101488,22
6301,9988542030101488,22
6302,9988547510101488,22
6303,9988550470101488,22
6304,9988552180101488,22
6305,9988697960101488,22
6306,9988838510101488,22
6307,9988981490101488,22
6308,9989048310101488,22
6309,9989048460101488,22
6310,9989064350101488,22
6311,9989131690101488,22
6312,9989181970101488,22
6314,9989258960101488,22
6315,9989260510101488,22
6316,9989271260101488,22
6317,9989271480101488,22
6318,9989271780101488,22
6319,9989305980101488,22
6320,9989306490101488,22
6321,9989308670101488,22
6322,9989322680101488,22
6323,9989431320101488,22
6324,9989443460101488,22
6325,9989448400101488,22
6326,9989475780101488,22
6327,9989493220101488,22
6328,9989493560101488,22
6329,9989504460101488,22
6330,9989507070101488,22
6331,9989507270101488,22
6332,9989521730101488,22
6333,9989523200101488,22
6334,9989698310101488,22
6335,9989698960101488,22
6336,9989699000101488,22
6337,9989699090101488,22
6338,9989699850101488,22
6339,9989699970101488,22
6340,9989700000101488,22
6341,9989700080101488,22
6342,9989700140101488,22
6343,9989700270101488,22
6344,9989700360101488,22
6345,9989708470101488,22
6346,9990155900101488,22
6347,9990156390101488,22
6348,9990156720101488,22
6349,9990346340101488,22
6350,9990354500101488,22
6351,9990362560101488,22
6352,9990403150101488,22
6353,9990470060101488,22
6354,9990471300101488,22
